CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE,Predicted Price
0.62356,0.0,6.2,1.0,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,27.5,31.960223486842196
0.6147,0.0,6.2,0.0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6,30.1,29.031100557789156
0.31533,0.0,6.2,0.0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,44.8,39.94518090175866
0.52693,0.0,6.2,0.0,0.504,8.725,83.0,2.8944,8,307,17.4,382.0,4.63,50.0,41.950021860930676
0.38214,0.0,6.2,0.0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,12.715432098765433,37.6,34.05574553257654
0.41238,0.0,6.2,0.0,0.504,7.163,79.9,3.2157,8,307,17.4,372.08,6.36,31.6,32.3929720687389
0.29819,0.0,6.2,0.0,0.504,7.686,17.0,3.3751,8,307,17.4,377.51,12.715432098765433,46.7,34.19659166527046
0.253715,0.0,6.2,0.0,0.504,6.552,21.4,3.3751,8,307,17.4,380.34,3.76,31.5,32.21278998467943
0.537,0.0,6.2,0.0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,24.3,23.46770244719992
0.46296,0.0,6.2,0.0,0.504,7.412,76.9,3.6715,8,307,17.4,376.14,5.25,31.7,33.778191520328775
0.57529,0.0,6.2,0.0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,41.7,39.98722916126126
0.33147,0.0,6.2,0.0,0.507,8.247,76.80000000000001,3.6519,8,307,17.4,378.95,3.95,48.3,38.8960874881858
0.44791,0.0,6.2,1.0,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05,29.0,31.586488849079842
0.33045,0.0,6.2,0.0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,24.0,24.62199720833833
0.253715,0.0,6.2,1.0,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54,25.1,29.72516966504193
0.51183,0.0,6.2,0.0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,31.5,33.41043013443036
0.08244,0.0,4.93,0.0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36,23.7,27.792029976296437
0.09252,30.0,4.93,0.0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37,23.3,28.361016598540328
0.11329,30.0,4.93,0.06995884773662552,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38,22.0,27.703316043093608
0.253715,30.0,4.93,0.0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4,20.1,22.42408175323777
0.1029,30.0,4.93,0.0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22,22.2,23.643930081906266
0.12757,30.0,4.93,0.0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19,23.7,28.180804854239046
0.20608,22.0,5.86,0.0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,17.6,14.360254373442785
0.19133,22.0,9.69,0.06995884773662552,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46,18.5,12.191477603523571
0.33983,22.0,5.86,0.0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,24.3,20.112502087887325
0.19657,22.0,5.86,0.0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,20.5,18.652110351168012
0.16439,22.0,5.86,0.0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,24.5,21.35343027312272
0.19073,22.0,5.86,0.0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,26.2,25.524198722258483
0.1403,22.0,5.86,0.0,0.431,6.487,13.0,7.3967,7,330,19.1,396.28,5.9,24.4,25.35136255444573
0.21409,22.0,5.86,0.0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,24.8,26.086994448197032
0.08221,22.0,5.86,0.0,0.431,6.957,6.8,8.9067,7,330,19.1,386.09,3.53,29.6,27.077608505543115
0.36894,22.0,5.86,0.0,0.431,8.259,8.4,8.9067,7,330,19.1,396.9,3.54,42.8,34.052203632211594
0.04819,80.0,3.64,0.06995884773662552,0.392,6.108,32.0,9.2203,1,315,16.4,392.89,6.57,21.9,23.58489598697387
0.03548,80.0,3.64,0.0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25,20.9,21.375583321420603
0.01538,90.0,3.75,0.0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11,44.0,38.018372323472974
0.61154,20.0,3.97,0.0,0.647,8.704,86.9,1.801,5,264,13.0,389.7,5.12,50.0,46.39017360429932
0.66351,20.0,3.97,0.0,0.647,7.333,100.0,1.8946,5,264,13.0,383.29,7.79,36.0,37.18825902557939
0.65665,20.0,3.97,0.0,0.647,6.842,100.0,2.0107,5,264,13.0,391.93,6.9,30.1,34.92596109087129
0.54011,20.0,3.97,0.0,0.647,7.203,81.8,2.1121,5,264,13.0,392.8,9.59,33.8,36.098418618977014
0.53412,20.0,3.97,0.0,0.647,7.52,89.4,2.1398,5,264,13.0,388.37,7.26,43.1,38.53713442961576
0.253715,20.0,3.97,0.0,0.647,8.398,91.5,2.2885,5,264,13.0,386.86,5.91,48.8,43.6007778166732
0.82526,20.0,3.97,0.0,0.647,7.327,94.5,2.0788,5,264,13.0,393.42,11.25,31.0,35.57627043219017
0.55007,20.0,3.97,0.0,0.647,7.206,91.6,1.9301,5,264,13.0,387.89,8.1,36.5,36.665086013960114
0.76162,20.0,3.97,0.0,0.647,5.56,62.8,1.9865,5,264,13.0,392.4,10.45,22.8,27.705422180592315
0.7857,0.0,3.97,0.0,0.647,7.014,84.6,2.1329,5,264,13.0,384.07,14.79,30.7,31.668644608504614
0.57834,20.0,3.97,0.0,0.575,8.297,67.0,2.4216,5,264,13.0,384.54,7.44,50.0,43.396618181640946
0.5405,20.0,3.97,0.0,0.575,7.47,52.6,2.872,5,264,13.0,390.3,3.16,43.5,40.93908601278177
0.09065,20.0,6.96,1.0,0.464,5.92,61.5,3.9175,3,223,18.6,391.34,13.65,20.7,24.68637243666393
0.29916,20.0,6.96,0.0,0.464,5.856,42.1,4.429,3,223,18.6,388.65,13.0,21.1,21.9814205201359
0.16211,20.0,6.96,0.0,0.464,6.24,16.3,4.429,3,223,18.6,396.9,12.715432098765433,25.2,25.137332666089332
0.1146,20.0,6.96,0.0,0.464,6.538,58.7,3.9175,3,223,18.6,394.96,7.73,24.4,28.285968820182354
0.22188,20.0,6.96,1.0,0.464,7.691,51.8,4.3665,3,223,18.6,390.77,6.58,35.2,37.14867108794221
0.05644,40.0,6.41,1.0,0.447,6.758,32.9,4.0776,4,254,17.6,396.9,3.53,32.4,36.27192399715389
0.09604,40.0,6.41,0.0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98,32.0,33.8612776276217
0.10469,40.0,6.41,1.0,0.447,7.267,49.0,4.7872,4,254,17.6,389.25,6.05,33.2,36.24515310726797
0.06127,40.0,6.41,1.0,0.447,6.826,27.6,4.8628,4,254,17.6,393.45,12.715432098765433,33.1,31.452844583058813
0.07978,40.0,6.41,0.0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19,29.1,30.441033793948062
0.21038,20.0,3.33,0.0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85,35.1,35.64438535219739
0.03578,20.0,3.33,0.0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76,45.4,39.576411832392836
0.03705,20.0,3.33,0.0,0.4429,6.968,76.80000000000001,5.2447,5,216,14.9,392.23,4.59,35.4,33.55745582721133
0.06129,20.0,3.33,1.0,0.4429,7.645,49.7,5.2119,5,216,14.9,377.07,3.01,46.0,41.28525706920669
0.01501,90.0,1.21,1.0,0.401,7.923,24.8,5.885,1,198,13.6,395.52,3.16,50.0,46.11552127534212
0.00906,90.0,2.97,0.0,0.4,7.088,20.8,7.3073,1,285,15.3,394.72,7.85,32.2,32.59697436613282
0.01096,55.0,2.25,0.0,0.389,6.453,31.9,7.3073,1,300,15.3,394.72,8.23,22.0,27.236385232261455
0.01965,80.0,1.76,0.0,0.385,6.23,76.80000000000001,9.0892,1,241,18.2,341.6,12.93,20.1,18.63582094121871
0.03871,52.5,5.32,0.0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14,23.2,26.454565902135172
0.253715,52.5,5.32,0.0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6,22.3,26.29982314023856
0.04297,52.5,5.32,0.0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51,24.8,27.254512140444007
0.03502,80.0,4.95,0.0,0.411,6.861,27.9,5.1167,4,245,19.2,396.9,3.33,28.5,33.61252911846986
0.07886,80.0,4.95,0.0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56,37.3,35.03834100311587
0.03615,80.0,9.69,0.0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7,27.9,31.856276856076242
0.08265,0.0,13.92,0.0,0.437,6.127,18.4,5.5027,4,289,16.0,396.9,8.58,23.9,26.000862243922366
0.08199,0.0,13.92,0.06995884773662552,0.437,6.009,42.3,5.5027,4,289,16.0,396.9,10.4,21.7,23.89911612322566
0.12932,0.0,13.92,0.0,0.437,6.678,31.1,5.9604,4,289,16.0,396.9,6.27,28.6,28.982726353641304
0.05372,0.0,13.92,0.0,0.437,6.549,51.0,5.9604,4,289,16.0,392.85,7.39,27.1,27.066405027870474
0.14103,0.0,9.69,0.0,0.437,5.79,58.0,6.32,4,289,16.0,396.9,15.84,20.3,18.42960015701192
0.06466,70.0,2.24,0.0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97,22.5,28.773936449898308
0.05561,70.0,2.24,0.0,0.4,7.041,10.0,7.8278,5,358,14.8,371.58,4.74,29.0,32.97254335313676
0.04417,70.0,2.24,0.0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07,24.8,30.398853579598253
0.03537,0.0,6.09,0.0,0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5,22.0,27.54721345698324
0.253715,34.0,6.09,0.0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67,26.4,29.283905354639128
0.1,0.0,6.09,0.0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86,33.1,32.502352838665644
0.05515,33.0,2.18,0.0,0.472,7.236,41.1,4.022,7,222,18.4,393.68,6.93,36.1,34.464684050011776
0.05479,33.0,9.69,0.0,0.472,6.616,58.1,3.37,7,222,18.4,393.36,8.93,28.4,30.450982315229346
0.07503,33.0,2.18,0.0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47,33.4,35.87472136365799
0.04932,33.0,2.18,0.0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53,28.2,32.27989726070186
0.49298,0.0,9.9,0.0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54,22.8,28.38696348298729
0.3494,0.0,9.9,0.0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97,20.3,22.803105033458852
2.63548,0.0,9.9,0.0,0.544,4.973,37.8,2.5194,4,304,18.4,350.45,12.64,16.1,17.54196567653094
0.79041,0.0,9.9,0.0,0.544,6.122,52.8,2.6403,4,304,18.4,396.9,5.98,22.1,26.836068701444745
0.26169,0.0,9.9,0.0,0.544,6.023,90.4,2.834,4,304,18.4,396.3,11.72,19.4,22.162349051148624
0.26938,0.0,9.9,0.0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9,21.6,24.899126444670184
0.3692,0.0,9.9,0.0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.28,23.8,25.27594624397493
0.25356,0.0,9.9,0.0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5,16.2,19.532666450908074
0.31827,0.0,9.9,0.0,0.544,5.914,76.80000000000001,3.9986,4,304,18.4,390.7,18.33,17.8,17.35015882612799
0.24522,0.0,9.9,0.0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94,19.8,17.965331494964918
0.40202,0.0,9.9,0.0,0.544,6.382,67.2,3.5325,4,304,18.4,395.21,10.36,23.1,24.544166459671622
0.47547,0.0,9.9,0.0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73,21.0,21.669248560910866
0.1676,0.0,7.38,0.0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2,23.8,25.250467401995486
0.18159,0.0,7.38,0.0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,23.1,25.06877647611819
0.35114,0.0,7.38,0.0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7,20.4,22.784325294108214
0.28392,0.0,7.38,0.0,0.493,5.708,74.3,4.7211,5,287,19.6,391.13,11.74,18.5,18.245616571332558
0.34109,0.0,7.38,0.0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,25.0,25.848181937631306
0.19186,0.0,7.38,0.0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,24.6,26.339046280531466
0.30347,0.0,7.38,0.0,0.493,6.312,28.9,5.4159,5,287,19.6,396.9,6.15,23.0,24.749486878070527
0.24103,0.0,7.38,0.0,0.493,6.083,43.7,5.4159,5,287,19.6,396.9,12.79,22.2,19.93807937084113
0.06617,0.0,3.24,0.0,0.46,5.868,25.8,5.2146,4,430,16.9,382.44,9.97,19.3,21.362910655709126
0.06724,0.0,3.24,0.0,0.46,6.333,17.2,5.2146,4,430,16.9,375.21,7.34,22.6,25.281486757275257
0.04544,0.0,3.24,0.0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,19.8,22.01234991444976
0.05023,35.0,6.06,0.0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43,17.1,19.770175804672395
0.03466,0.0,6.06,0.0,0.4379,6.031,23.3,6.6407,1,304,16.9,362.25,7.83,19.4,22.16496802079752
0.05083,0.0,5.19,0.0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,22.2,23.400546139988716
0.03738,0.0,5.19,0.0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,20.7,22.853885067876174
0.03961,0.0,5.19,0.0,0.515,6.037,34.5,5.9853,5,224,20.2,396.9,8.01,21.1,21.64955466398286
0.03427,0.0,5.19,0.0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8,19.5,20.515933947688467
0.03041,0.0,5.19,0.0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56,18.5,19.323788571774262
0.03306,0.0,5.19,0.0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51,20.6,22.97880149189984
0.05497,0.0,5.19,0.0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74,19.0,21.743230999111283
0.06151,0.0,5.19,0.0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29,18.7,21.420986448409078
0.01301,35.0,1.52,0.0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49,32.7,31.433156736773945
0.02498,0.0,1.89,0.0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65,16.5,22.977858555829137
0.02543,55.0,3.78,0.0,0.484,6.696,56.4,5.7321,5,370,17.6,396.9,7.18,23.9,27.82851667065775
0.03049,55.0,9.69,0.0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61,31.2,29.8200476589155
0.03113,0.0,4.39,0.0,0.442,6.014,48.5,8.0136,3,352,18.8,385.64,10.53,17.5,16.67453315932869
0.06162,0.0,4.39,0.0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67,17.2,14.695211995897056
0.0187,85.0,4.15,0.0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36,23.1,25.681052043303552
0.01501,80.0,2.01,0.0,0.435,6.635,29.7,8.344,4,280,17.0,390.94,5.99,24.5,28.09474153583145
0.02899,40.0,1.25,0.0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,12.715432098765433,26.6,20.641163452676228
0.06211,0.0,1.25,0.0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,12.715432098765433,22.9,16.486928923054293
0.0795,60.0,1.69,0.0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49,24.1,21.147988502279
0.07244,60.0,1.69,0.0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79,18.6,17.18852611909086
0.01709,90.0,2.02,0.0,0.41,6.728,36.1,12.1265,5,187,17.0,384.46,4.5,30.1,25.944203118570428
0.04301,80.0,1.91,0.0,0.413,5.663,21.9,10.5857,4,334,22.0,382.8,8.05,18.2,14.373093893299181
0.10659,0.0,1.91,0.0,0.413,5.936,76.80000000000001,10.5857,4,334,22.0,376.04,5.57,20.6,12.061098218702986
8.98296,0.0,18.1,1.0,0.77,6.212,97.4,2.1222,24,666,20.2,377.73,17.6,17.8,19.88715094520996
3.8497,0.0,18.1,1.0,0.77,6.395,91.0,2.5052,24,666,20.2,391.34,13.27,21.7,23.32924171093857
5.20177,0.0,18.1,1.0,0.77,6.127,83.4,2.7227,24,666,20.2,395.43,11.48,22.7,22.59398553328537
4.26131,0.0,9.69,0.0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67,22.6,19.838289249843545
4.54192,0.0,18.1,0.0,0.77,6.398,88.0,2.5182,24,666,20.2,374.56,7.79,25.0,23.131790697942826
3.83684,0.0,18.1,0.0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,19.9,19.368686438329014
3.67822,0.0,18.1,0.0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19,20.8,16.921376181830155
4.22239,0.0,18.1,1.0,0.77,5.803,89.0,1.9047,24,666,20.2,353.04,14.64,16.8,19.928165624769893
3.47428,0.0,18.1,1.0,0.718,8.78,82.9,1.9047,24,666,20.2,354.55,5.29,21.9,40.8175890089515
4.55587,0.0,18.1,0.0,0.718,3.561,87.9,1.6132,24,666,20.2,354.7,7.12,27.5,9.617969369415437
3.69695,0.0,18.1,0.0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14.0,21.9,13.261544579257759
13.5222,0.0,18.1,0.06995884773662552,0.631,3.863,100.0,1.5106,24,666,20.2,131.42,13.33,23.1,5.330924719638672
4.89822,0.0,18.1,0.0,0.631,4.97,76.80000000000001,1.3325,24,666,20.2,375.52,3.26,50.0,20.428954804080877
0.253715,0.0,18.1,1.0,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73,50.0,31.76477620702562
6.53876,0.0,18.1,1.0,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96,50.0,33.54703047004433
9.2323,0.0,18.1,0.0,0.631,6.216,100.0,1.1691,24,666,20.2,366.15,9.53,50.0,22.989355715823375
8.26725,0.0,18.1,1.0,0.668,5.875,89.6,1.1296,24,666,20.2,347.88,8.88,50.0,24.13928816965944
11.1081,0.0,18.1,0.0,0.668,4.906,100.0,1.1742,24,666,20.2,396.9,34.77,13.8,4.099312722487415
18.4982,0.0,18.1,0.0,0.668,4.138,100.0,1.137,24,666,20.2,396.9,37.97,13.8,-2.2860268372485812
19.6091,0.0,18.1,0.0,0.671,7.313,97.9,1.3163,24,666,20.2,396.9,13.44,15.0,25.790947813740235
15.288,0.0,18.1,0.06995884773662552,0.671,6.649,93.3,1.3449,24,666,20.2,363.02,12.715432098765433,13.9,23.0062320298181
9.82349,0.0,18.1,0.0,0.671,6.794,98.8,1.358,24,666,20.2,396.9,21.24,13.3,20.412751656594054
23.6482,0.0,18.1,0.0,0.671,6.38,96.2,1.3861,24,666,20.2,396.9,23.69,13.1,15.533623254961052
17.8667,0.0,18.1,0.0,0.671,6.223,100.0,1.3861,24,666,20.2,393.74,21.78,10.2,16.084293297571328
88.9762,0.0,18.1,0.0,0.671,6.968,91.9,1.4165,24,666,20.2,396.9,17.21,10.4,14.34689876001075
15.8744,0.0,18.1,0.0,0.671,6.545,99.1,1.5192,24,666,20.2,396.9,21.08,10.9,18.245792466748426
9.18702,0.0,18.1,0.0,0.7,5.536,100.0,1.5804,24,666,20.2,396.9,23.6,11.3,12.151546209728735
7.99248,0.0,18.1,0.0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,12.715432098765433,12.3,17.344203285971403
20.0849,0.0,18.1,0.0,0.7,4.368,91.2,1.4395,24,666,20.2,285.83,30.63,8.8,0.6605380920278172
16.8118,0.0,18.1,0.0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81,7.2,6.802477039358697
24.3938,0.0,18.1,0.0,0.7,4.652,100.0,1.4672,24,666,20.2,396.9,28.28,10.5,3.6650549247453483
22.5971,0.0,18.1,0.0,0.7,5.0,89.5,1.5184,24,666,20.2,396.9,31.99,7.4,4.281412977950131
14.3337,0.0,18.1,0.06995884773662552,0.7,4.88,100.0,1.5895,24,666,20.2,372.92,30.62,10.2,4.694715195526827
8.15174,0.0,18.1,0.0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85,11.5,12.61615760225299
6.96215,0.0,18.1,0.0,0.7,5.713,97.0,1.9265,24,666,20.2,394.43,17.11,15.1,15.995925398752625
5.29305,0.0,18.1,0.0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76,23.2,17.21377694779372
11.5779,0.0,18.1,0.0,0.7,5.036,97.0,1.77,24,666,20.2,396.9,25.68,9.7,8.091082140629737
0.253715,0.0,18.1,0.0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17,13.8,20.626291891924513
0.253715,0.0,18.1,0.0,0.693,5.887,94.7,1.7821,24,666,20.2,396.9,16.35,12.7,18.38417638993398
8.71675,0.0,18.1,0.0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12,13.1,20.058078151880295
5.87205,0.0,18.1,0.0,0.693,6.405,96.0,1.6768,24,666,20.2,396.9,19.37,12.5,19.193046728927392
7.67202,0.0,18.1,0.0,0.693,5.747,98.9,1.6334,24,666,20.2,393.1,19.92,8.5,15.138017549710971
38.3518,0.0,18.1,0.0,0.693,5.453,100.0,1.4896,24,666,20.2,396.9,30.59,5.0,5.284206368888084
9.91655,0.0,18.1,0.0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97,6.3,11.03584781628417
25.0461,0.0,18.1,0.0,0.693,5.987,100.0,1.5888,24,666,20.2,396.9,26.77,5.6,11.3033726431889
14.2362,0.0,18.1,0.06995884773662552,0.693,6.343,100.0,1.5741,24,666,20.2,396.9,20.32,7.2,17.64684445998988
9.59571,0.0,18.1,0.0,0.693,6.404,100.0,1.639,24,666,20.2,376.11,20.31,12.1,18.01176884212284
24.8017,0.0,18.1,0.0,0.693,5.349,96.0,1.7028,24,666,20.2,396.9,19.77,8.3,11.177793832449035
41.5292,0.0,18.1,0.0,0.693,5.531,85.4,1.6074,24,666,20.2,329.46,27.38,8.5,6.433072509154492
67.9208,0.0,18.1,0.0,0.693,5.683,100.0,1.4254,24,666,20.2,384.97,22.98,5.0,6.643411658986807
20.7162,0.0,9.69,0.0,0.659,4.138,100.0,1.1781,24,666,20.2,370.22,23.34,11.9,4.062686642622886
11.9511,0.0,18.1,0.0,0.659,5.608,100.0,1.2852,24,666,20.2,332.09,12.715432098765433,27.9,17.242423004781898
7.40389,0.0,18.1,0.0,0.597,5.617,97.9,1.4547,24,666,20.2,314.64,26.4,17.2,11.477313885229437
0.253715,0.0,18.1,0.0,0.597,6.852,100.0,1.4655,24,666,20.2,179.36,19.78,27.5,20.405438374417688
51.1358,0.0,18.1,0.0,0.597,5.757,100.0,1.413,24,666,20.2,2.6,10.11,15.0,11.40340543616097
14.0507,0.0,18.1,0.0,0.597,6.657,100.0,1.5275,24,666,20.2,35.05,21.22,17.2,15.45641113425496
18.811,0.0,18.1,0.0,0.597,4.628,100.0,1.5539,24,666,20.2,28.79,34.37,17.9,-2.1532340981290616
28.6558,0.0,18.1,0.0,0.597,5.155,100.0,1.5894,24,666,20.2,210.97,20.08,16.3,8.153024443625018
45.7461,0.0,18.1,0.0,0.693,4.519,100.0,1.6582,24,666,20.2,88.27,36.98,7.0,-7.128141191425744
18.0846,0.0,18.1,0.0,0.679,6.434,100.0,1.8347,24,666,20.2,27.25,29.05,7.2,9.135233892596428
10.8342,0.0,18.1,0.0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79,7.5,13.607979889269798
25.9406,0.0,18.1,0.0,0.679,5.304,89.1,1.6475,24,666,20.2,127.36,26.64,10.4,5.044258243244135
73.5341,0.0,18.1,0.0,0.679,5.957,100.0,1.8026,24,666,20.2,16.45,20.62,8.8,4.122115004477115
11.8123,0.0,18.1,0.0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74,8.4,15.70260162680412
11.0874,0.0,18.1,0.0,0.718,6.411,100.0,1.8589,24,666,20.2,318.75,15.02,16.7,19.26872359813064
7.02259,0.0,18.1,0.0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7,14.2,17.40497773768053
12.0482,0.0,18.1,0.0,0.614,5.648,87.6,1.9512,24,666,20.2,291.55,14.1,20.8,16.182532821624402
7.05042,0.0,18.1,0.0,0.614,6.103,76.80000000000001,2.0218,24,666,20.2,2.52,23.29,13.4,11.996213277057675
8.79212,0.0,18.1,0.0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16,11.7,12.146050513781075
15.8603,0.0,18.1,0.0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39,8.3,8.53452047498663
0.253715,0.0,18.1,0.0,0.584,5.837,59.7,1.9976,24,666,20.2,24.65,15.69,10.2,15.941196712848246
37.6619,0.0,18.1,0.0,0.679,6.202,78.7,1.8629,24,666,20.2,18.82,14.52,10.9,13.031580213261083
7.36711,0.0,18.1,0.0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52,11.0,13.950804109461705
9.33889,0.0,18.1,0.0,0.679,6.38,76.80000000000001,1.9682,24,666,20.2,60.72,24.08,9.5,13.135330912258697
0.253715,0.0,18.1,0.0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64,14.5,17.44101452364264
10.0623,0.0,18.1,0.0,0.584,6.833,94.3,2.0882,24,666,20.2,81.33,19.69,14.1,17.607357051069677
6.44405,0.0,18.1,0.0,0.584,6.425,74.8,2.2004,24,666,20.2,97.95,12.03,16.1,20.10790543527889
5.58107,0.0,18.1,0.0,0.713,6.436,87.9,2.3158,24,666,20.2,100.19,16.22,14.3,16.912931636691347
13.9134,0.0,18.1,0.0,0.713,6.208,95.0,2.2222,24,666,20.2,100.63,15.17,11.7,15.125105529323413
11.1604,0.0,18.1,0.0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27,13.4,13.975314065550892
14.4208,0.0,18.1,0.0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05,9.6,14.445465167686176
15.1772,0.0,18.1,0.0,0.74,6.152,100.0,1.9142,24,666,20.2,9.32,26.45,8.7,8.482532608224249
13.6781,0.0,18.1,0.0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02,8.4,5.146800721819295
9.39063,0.0,18.1,0.0,0.74,5.627,93.9,1.8172,24,666,20.2,396.9,22.88,12.8,12.585997130661472
22.0511,0.0,18.1,0.0,0.74,5.818,92.4,1.8662,24,666,20.2,391.45,12.715432098765433,10.5,16.830361346838238
9.72418,0.0,18.1,0.0,0.74,6.406,97.2,2.0651,24,666,20.2,385.96,12.715432098765433,17.1,20.890248134892207
5.66637,0.0,18.1,0.06995884773662552,0.74,6.219,100.0,2.0048,24,666,20.2,395.69,16.59,18.4,18.820456247218097
9.96654,0.0,18.1,0.0,0.74,6.485,100.0,1.9784,24,666,20.2,386.73,18.85,15.4,18.449940799098854
